sample_id,length,frame,residue
1,22,0,21
1,22,1000,1
1,22,1000,4
1,22,1000,5
1,22,1000,6
1,22,1000,7
1,22,1000,8
1,22,1000,10
1,22,1000,12
1,22,1000,13
1,22,1000,14
1,22,1000,15
1,22,1000,16
1,22,1000,17
1,22,1000,18
1,22,1000,19
1,22,1000,21
1,22,2000,0
1,22,2000,1
1,22,2000,4
1,22,2000,5
1,22,2000,6
1,22,2000,8
1,22,2000,9
1,22,2000,10
1,22,2000,11
1,22,2000,12
1,22,2000,13
1,22,2000,15
1,22,2000,18
1,22,2000,19
1,22,2000,21
1,22,3000,1
1,22,3000,2
1,22,3000,3
1,22,3000,5
1,22,3000,6
1,22,3000,7
1,22,3000,8
1,22,3000,11
1,22,3000,12
1,22,3000,16
1,22,3000,17
1,22,3000,18
1,22,3000,19
1,22,3000,20
1,22,3000,21
1,22,4000,0
1,22,4000,1
1,22,4000,3
1,22,4000,4
1,22,4000,5
1,22,4000,7
1,22,4000,8
1,22,4000,9
1,22,4000,11
1,22,4000,12
1,22,4000,13
1,22,4000,14
1,22,4000,15
1,22,4000,16
1,22,4000,17
1,22,4000,18
1,22,5000,0
1,22,5000,1
1,22,5000,2
1,22,5000,4
1,22,5000,5
1,22,5000,6
1,22,5000,7
1,22,5000,9
1,22,5000,11
1,22,5000,12
1,22,5000,14
1,22,5000,15
1,22,5000,16
1,22,5000,17
1,22,5000,18
1,22,5000,20
1,22,5000,21
1,22,6000,0
1,22,6000,1
1,22,6000,2
1,22,6000,4
1,22,6000,5
1,22,6000,6
1,22,6000,7
1,22,6000,8
1,22,6000,10
1,22,6000,12
1,22,6000,13
1,22,6000,15
1,22,6000,16
1,22,6000,18
1,22,6000,19
2,22,0,0
2,22,0,1
2,22,0,2
2,22,0,3
2,22,0,4
2,22,0,5
2,22,0,6
2,22,0,8
2,22,0,9
2,22,0,10
2,22,0,11
2,22,0,12
2,22,0,14
2,22,0,15
2,22,0,19
2,22,0,20
2,22,0,21
2,22,1000,2
2,22,1000,3
2,22,1000,4
2,22,1000,5
2,22,1000,6
2,22,1000,7
2,22,1000,9
2,22,1000,11
2,22,1000,12
2,22,1000,15
2,22,1000,16
2,22,1000,19
2,22,1000,20
2,22,1000,21
2,22,2000,0
2,22,2000,2
2,22,2000,3
2,22,2000,4
2,22,2000,5
2,22,2000,6
2,22,2000,7
2,22,2000,8
2,22,2000,9
2,22,2000,10
2,22,2000,11
2,22,2000,12
2,22,2000,13
2,22,2000,14
2,22,2000,15
2,22,2000,16
2,22,2000,17
2,22,2000,18
2,22,2000,19
2,22,2000,20
2,22,2000,21
2,22,3000,1
2,22,3000,2
2,22,3000,4
2,22,3000,5
2,22,3000,6
2,22,3000,7
2,22,3000,8
2,22,3000,10
2,22,3000,11
2,22,3000,13
2,22,3000,14
2,22,3000,16
2,22,3000,17
2,22,3000,18
2,22,3000,20
2,22,3000,21
2,22,4000,0
2,22,4000,3
2,22,4000,4
2,22,4000,5
2,22,4000,6
2,22,4000,7
2,22,4000,8
2,22,4000,10
2,22,4000,11
2,22,4000,13
2,22,4000,14
2,22,4000,15
2,22,4000,16
2,22,4000,18
2,22,4000,19
2,22,4000,20
2,22,4000,21
2,22,5000,0
2,22,5000,1
2,22,5000,2
2,22,5000,4
2,22,5000,6
2,22,5000,11
2,22,5000,12
2,22,5000,13
2,22,5000,14
2,22,5000,15
2,22,5000,16
2,22,5000,18
2,22,5000,20
2,22,5000,21
2,22,6000,0
2,22,6000,1
2,22,6000,3
2,22,6000,5
2,22,6000,6
2,22,6000,8
2,22,6000,9
2,22,6000,12
2,22,6000,13
2,22,6000,15
2,22,6000,16
2,22,6000,17
2,22,6000,18
2,22,6000,19
2,22,6000,21
4,22,0,0
4,22,0,2
4,22,0,3
4,22,0,4
4,22,0,5
4,22,0,6
4,22,0,7
4,22,0,8
4,22,0,10
4,22,0,14
4,22,0,15
4,22,0,16
4,22,0,18
4,22,0,20
4,22,0,21
4,22,1000,0
4,22,1000,2
4,22,1000,3
4,22,1000,4
4,22,1000,6
4,22,1000,7
4,22,1000,9
4,22,1000,10
4,22,1000,11
4,22,1000,13
4,22,1000,14
4,22,1000,15
4,22,1000,16
4,22,1000,17
4,22,1000,18
4,22,1000,19
4,22,1000,20
4,22,1000,21
4,22,2000,0
4,22,2000,1
4,22,2000,2
4,22,2000,3
4,22,2000,4
4,22,2000,5
4,22,2000,6
4,22,2000,7
4,22,2000,8
4,22,2000,11
4,22,2000,15
4,22,2000,16
4,22,2000,17
4,22,2000,18
4,22,2000,19
4,22,2000,21
4,22,3000,0
4,22,3000,1
4,22,3000,2
4,22,3000,3
4,22,3000,4
4,22,3000,5
4,22,3000,6
4,22,3000,7
4,22,3000,8
4,22,3000,9
4,22,3000,10
4,22,3000,13
4,22,3000,14
4,22,3000,15
4,22,3000,16
4,22,3000,17
4,22,3000,18
4,22,3000,20
4,22,3000,21
4,22,4000,0
4,22,4000,1
4,22,4000,3
4,22,4000,6
4,22,4000,7
4,22,4000,10
4,22,4000,12
4,22,4000,13
4,22,4000,16
4,22,4000,17
4,22,4000,18
4,22,4000,19
4,22,4000,20
4,22,4000,21
4,22,5000,1
4,22,5000,2
4,22,5000,4
4,22,5000,5
4,22,5000,6
4,22,5000,7
4,22,5000,9
4,22,5000,11
4,22,5000,13
4,22,5000,14
4,22,5000,15
4,22,5000,17
4,22,5000,20
4,22,5000,21
4,22,6000,1
4,22,6000,4
4,22,6000,6
4,22,6000,7
4,22,6000,8
4,22,6000,9
4,22,6000,10
4,22,6000,11
4,22,6000,12
4,22,6000,14
4,22,6000,15
4,22,6000,16
4,22,6000,18
4,22,6000,20
4,22,6000,21
5,22,0,1
5,22,0,2
5,22,0,3
5,22,0,4
5,22,0,6
5,22,0,9
5,22,0,10
5,22,0,11
5,22,0,12
5,22,0,15
5,22,0,16
5,22,0,17
5,22,0,21
5,22,1000,0
5,22,1000,2
5,22,1000,3
5,22,1000,4
5,22,1000,5
5,22,1000,6
5,22,1000,7
5,22,1000,9
5,22,1000,10
5,22,1000,11
5,22,1000,12
5,22,1000,14
5,22,1000,16
5,22,1000,18
5,22,1000,19
5,22,1000,20
5,22,1000,21
5,22,2000,0
5,22,2000,1
5,22,2000,3
5,22,2000,4
5,22,2000,5
5,22,2000,8
5,22,2000,10
5,22,2000,11
5,22,2000,13
5,22,2000,14
5,22,2000,15
5,22,2000,16
5,22,2000,18
5,22,2000,19
5,22,2000,21
5,22,3000,0
5,22,3000,1
5,22,3000,2
5,22,3000,3
5,22,3000,4
5,22,3000,5
5,22,3000,6
5,22,3000,7
5,22,3000,8
5,22,3000,9
5,22,3000,10
5,22,3000,13
5,22,3000,14
5,22,3000,15
5,22,3000,16
5,22,3000,18
5,22,3000,19
5,22,3000,20
5,22,4000,0
5,22,4000,1
5,22,4000,2
5,22,4000,3
5,22,4000,4
5,22,4000,5
5,22,4000,7
5,22,4000,9
5,22,4000,10
5,22,4000,11
5,22,4000,14
5,22,4000,15
5,22,4000,16
5,22,4000,17
5,22,4000,18
5,22,4000,20
5,22,4000,21
5,22,5000,2
5,22,5000,3
5,22,5000,4
5,22,5000,6
5,22,5000,7
5,22,5000,8
5,22,5000,9
5,22,5000,10
5,22,5000,12
5,22,5000,13
5,22,5000,14
5,22,5000,15
5,22,5000,16
5,22,5000,17
5,22,5000,18
5,22,5000,19
5,22,5000,20
5,22,5000,21
5,22,6000,1
5,22,6000,2
5,22,6000,3
5,22,6000,4
5,22,6000,6
5,22,6000,7
5,22,6000,8
5,22,6000,10
5,22,6000,11
5,22,6000,12
5,22,6000,13
5,22,6000,15
5,22,6000,16
5,22,6000,17
5,22,6000,18
5,22,6000,19
5,22,6000,20
5,22,6000,21
7,22,0,0
7,22,0,1
7,22,0,2
7,22,0,4
7,22,0,6
7,22,0,7
7,22,0,10
7,22,0,15
7,22,0,16
7,22,0,17
7,22,0,18
7,22,0,20
7,22,0,21
7,22,1000,1
7,22,1000,2
7,22,1000,3
7,22,1000,4
7,22,1000,8
7,22,1000,9
7,22,1000,12
7,22,1000,14
7,22,1000,16
7,22,1000,17
7,22,1000,18
7,22,1000,19
7,22,1000,20
7,22,1000,21
7,22,2000,0
7,22,2000,3
7,22,2000,4
7,22,2000,5
7,22,2000,6
7,22,2000,7
7,22,2000,8
7,22,2000,10
7,22,2000,11
7,22,2000,12
7,22,2000,13
7,22,2000,14
7,22,2000,16
7,22,2000,17
7,22,2000,18
7,22,2000,19
7,22,2000,20
7,22,2000,21
7,22,3000,0
7,22,3000,1
7,22,3000,2
7,22,3000,5
7,22,3000,6
7,22,3000,8
7,22,3000,9
7,22,3000,10
7,22,3000,11
7,22,3000,12
7,22,3000,13
7,22,3000,14
7,22,3000,15
7,22,3000,17
7,22,3000,18
7,22,3000,19
7,22,3000,20
7,22,4000,0
7,22,4000,1
7,22,4000,2
7,22,4000,3
7,22,4000,6
7,22,4000,7
7,22,4000,8
7,22,4000,9
7,22,4000,10
7,22,4000,11
7,22,4000,12
7,22,4000,13
7,22,4000,14
7,22,4000,16
7,22,4000,17
7,22,4000,19
7,22,4000,21
7,22,5000,1
7,22,5000,2
7,22,5000,3
7,22,5000,5
7,22,5000,6
7,22,5000,7
7,22,5000,8
7,22,5000,9
7,22,5000,12
7,22,5000,13
7,22,5000,14
7,22,5000,15
7,22,5000,16
7,22,5000,17
7,22,5000,18
7,22,5000,19
7,22,5000,20
7,22,5000,21
7,22,5787,0
7,22,5787,1
7,22,5787,2
7,22,5787,4
7,22,5787,5
7,22,5787,6
7,22,5787,7
7,22,5787,8
7,22,5787,9
7,22,5787,11
7,22,5787,14
7,22,5787,15
7,22,5787,17
7,22,5787,18
7,22,5787,21
8,22,0,1
8,22,0,2
8,22,0,4
8,22,0,6
8,22,0,9
8,22,0,10
8,22,0,11
8,22,0,12
8,22,0,13
8,22,0,14
8,22,0,17
8,22,0,18
8,22,0,21
8,22,1000,0
8,22,1000,1
8,22,1000,3
8,22,1000,4
8,22,1000,6
8,22,1000,7
8,22,1000,8
8,22,1000,9
8,22,1000,10
8,22,1000,13
8,22,1000,14
8,22,1000,15
8,22,1000,17
8,22,1000,19
8,22,1000,21
8,22,2000,0
8,22,2000,1
8,22,2000,3
8,22,2000,4
8,22,2000,5
8,22,2000,7
8,22,2000,9
8,22,2000,10
8,22,2000,12
8,22,2000,13
8,22,2000,14
8,22,2000,15
8,22,2000,17
8,22,2000,19
8,22,3000,0
8,22,3000,1
8,22,3000,2
8,22,3000,3
8,22,3000,5
8,22,3000,6
8,22,3000,8
8,22,3000,9
8,22,3000,10
8,22,3000,11
8,22,3000,12
8,22,3000,15
8,22,3000,16
8,22,3000,18
8,22,3000,20
8,22,4000,0
8,22,4000,1
8,22,4000,2
8,22,4000,3
8,22,4000,5
8,22,4000,6
8,22,4000,7
8,22,4000,8
8,22,4000,10
8,22,4000,11
8,22,4000,13
8,22,4000,14
8,22,4000,15
8,22,4000,16
8,22,4000,17
8,22,4000,18
8,22,4000,19
8,22,5000,0
8,22,5000,1
8,22,5000,2
8,22,5000,3
8,22,5000,4
8,22,5000,5
8,22,5000,6
8,22,5000,7
8,22,5000,8
8,22,5000,9
8,22,5000,10
8,22,5000,11
8,22,5000,13
8,22,5000,14
8,22,5000,15
8,22,5000,16
8,22,5000,17
8,22,5000,18
8,22,5000,19
8,22,5000,21
8,22,6000,1
8,22,6000,4
8,22,6000,5
8,22,6000,6
8,22,6000,8
8,22,6000,10
8,22,6000,12
8,22,6000,14
8,22,6000,15
8,22,6000,16
8,22,6000,17
8,22,6000,18
8,22,6000,19
8,22,6000,20
8,22,6000,21
9,22,0,0
9,22,0,1
9,22,0,2
9,22,0,3
9,22,0,6
9,22,0,7
9,22,0,11
9,22,0,12
9,22,0,15
9,22,0,16
9,22,0,21
9,22,1000,2
9,22,1000,7
9,22,1000,9
9,22,1000,12
9,22,1000,13
9,22,1000,16
9,22,1000,17
9,22,1000,18
9,22,1000,19
9,22,1000,20
9,22,2000,0
9,22,2000,1
9,22,2000,2
9,22,2000,3
9,22,2000,6
9,22,2000,7
9,22,2000,8
9,22,2000,9
9,22,2000,10
9,22,2000,11
9,22,2000,13
9,22,2000,14
9,22,2000,16
9,22,2000,18
9,22,2000,20
9,22,2000,21
9,22,3000,0
9,22,3000,1
9,22,3000,3
9,22,3000,5
9,22,3000,6
9,22,3000,8
9,22,3000,10
9,22,3000,12
9,22,3000,13
9,22,3000,15
9,22,3000,16
9,22,3000,18
9,22,3000,19
9,22,3000,20
9,22,3000,21
9,22,4000,1
9,22,4000,2
9,22,4000,4
9,22,4000,5
9,22,4000,6
9,22,4000,8
9,22,4000,9
9,22,4000,10
9,22,4000,11
9,22,4000,12
9,22,4000,13
9,22,4000,14
9,22,4000,15
9,22,4000,16
9,22,4000,17
9,22,4000,18
9,22,4000,20
9,22,4000,21
9,22,5000,0
9,22,5000,1
9,22,5000,2
9,22,5000,4
9,22,5000,6
9,22,5000,8
9,22,5000,9
9,22,5000,10
9,22,5000,11
9,22,5000,12
9,22,5000,13
9,22,5000,14
9,22,5000,15
9,22,5000,16
9,22,5000,17
9,22,5000,18
9,22,5000,19
9,22,5000,20
9,22,6000,1
9,22,6000,2
9,22,6000,3
9,22,6000,4
9,22,6000,5
9,22,6000,7
9,22,6000,8
9,22,6000,10
9,22,6000,11
9,22,6000,13
9,22,6000,14
9,22,6000,15
9,22,6000,17
9,22,6000,18
9,22,6000,19
9,22,6000,20
9,22,6000,21
10,22,0,0
10,22,0,1
10,22,0,2
10,22,0,3
10,22,0,4
10,22,0,5
10,22,0,6
10,22,0,7
10,22,0,8
10,22,0,10
10,22,0,11
10,22,0,12
10,22,0,13
10,22,0,16
10,22,0,21
10,22,1000,0
10,22,1000,1
10,22,1000,2
10,22,1000,5
10,22,1000,6
10,22,1000,7
10,22,1000,8
10,22,1000,10
10,22,1000,11
10,22,1000,12
10,22,1000,15
10,22,1000,16
10,22,1000,17
10,22,1000,18
10,22,1000,19
10,22,1000,21
10,22,2000,0
10,22,2000,2
10,22,2000,3
10,22,2000,5
10,22,2000,6
10,22,2000,7
10,22,2000,8
10,22,2000,9
10,22,2000,10
10,22,2000,12
10,22,2000,13
10,22,2000,14
10,22,2000,15
10,22,2000,18
10,22,2000,19
10,22,2000,20
10,22,2000,21
10,22,3000,0
10,22,3000,1
10,22,3000,3
10,22,3000,4
10,22,3000,5
10,22,3000,6
10,22,3000,8
10,22,3000,9
10,22,3000,10
10,22,3000,12
10,22,3000,13
10,22,3000,14
10,22,3000,15
10,22,3000,16
10,22,3000,18
10,22,3000,20
10,22,3000,21
10,22,4000,1
10,22,4000,2
10,22,4000,3
10,22,4000,4
10,22,4000,5
10,22,4000,6
10,22,4000,7
10,22,4000,8
10,22,4000,9
10,22,4000,10
10,22,4000,11
10,22,4000,13
10,22,4000,14
10,22,4000,16
10,22,4000,17
10,22,4000,18
10,22,4000,19
10,22,4000,20
10,22,5000,0
10,22,5000,1
10,22,5000,2
10,22,5000,4
10,22,5000,7
10,22,5000,8
10,22,5000,11
10,22,5000,16
10,22,5000,18
10,22,5000,19
10,22,5000,20
10,22,5000,21
10,22,6000,0
10,22,6000,2
10,22,6000,3
10,22,6000,4
10,22,6000,5
10,22,6000,8
10,22,6000,9
10,22,6000,10
10,22,6000,11
10,22,6000,12
10,22,6000,13
10,22,6000,14
10,22,6000,15
10,22,6000,16
10,22,6000,17
10,22,6000,19
10,22,6000,20
10,22,6000,21
11,22,0,0
11,22,0,1
11,22,0,2
11,22,0,3
11,22,0,5
11,22,0,6
11,22,0,7
11,22,0,8
11,22,0,9
11,22,0,10
11,22,0,11
11,22,0,12
11,22,0,13
11,22,0,14
11,22,0,15
11,22,0,16
11,22,0,17
11,22,0,18
11,22,0,19
11,22,1000,0
11,22,1000,1
11,22,1000,2
11,22,1000,4
11,22,1000,5
11,22,1000,9
11,22,1000,10
11,22,1000,11
11,22,1000,12
11,22,1000,13
11,22,1000,14
11,22,1000,15
11,22,1000,17
11,22,1000,18
11,22,1000,20
11,22,2000,0
11,22,2000,1
11,22,2000,2
11,22,2000,5
11,22,2000,6
11,22,2000,7
11,22,2000,10
11,22,2000,12
11,22,2000,13
11,22,2000,14
11,22,2000,17
11,22,2000,18
11,22,2000,19
11,22,2000,20
11,22,2000,21
11,22,3000,0
11,22,3000,1
11,22,3000,2
11,22,3000,4
11,22,3000,5
11,22,3000,6
11,22,3000,8
11,22,3000,9
11,22,3000,10
11,22,3000,12
11,22,3000,13
11,22,3000,14
11,22,3000,15
11,22,3000,18
11,22,3000,20
11,22,3000,21
11,22,4000,1
11,22,4000,2
11,22,4000,3
11,22,4000,4
11,22,4000,6
11,22,4000,7
11,22,4000,8
11,22,4000,9
11,22,4000,10
11,22,4000,13
11,22,4000,14
11,22,4000,15
11,22,4000,16
11,22,4000,17
11,22,4000,20
11,22,5000,0
11,22,5000,1
11,22,5000,2
11,22,5000,6
11,22,5000,7
11,22,5000,8
11,22,5000,9
11,22,5000,10
11,22,5000,11
11,22,5000,12
11,22,5000,13
11,22,5000,14
11,22,5000,15
11,22,5000,16
11,22,5000,17
11,22,5000,19
11,22,5000,20
11,22,5000,21
11,22,6000,0
11,22,6000,2
11,22,6000,3
11,22,6000,4
11,22,6000,5
11,22,6000,6
11,22,6000,9
11,22,6000,10
11,22,6000,11
11,22,6000,15
11,22,6000,18
11,22,6000,19
11,22,6000,21
12,22,0,0
12,22,0,1
12,22,0,3
12,22,0,5
12,22,0,6
12,22,0,7
12,22,0,8
12,22,0,9
12,22,0,10
12,22,0,12
12,22,0,13
12,22,0,14
12,22,0,15
12,22,0,16
12,22,0,18
12,22,0,21
12,22,1000,0
12,22,1000,2
12,22,1000,3
12,22,1000,4
12,22,1000,5
12,22,1000,6
12,22,1000,7
12,22,1000,8
12,22,1000,10
12,22,1000,11
12,22,1000,12
12,22,1000,13
12,22,1000,14
12,22,1000,15
12,22,1000,16
12,22,1000,17
12,22,1000,18
12,22,1000,19
12,22,1000,20
12,22,1000,21
12,22,2000,1
12,22,2000,2
12,22,2000,3
12,22,2000,4
12,22,2000,7
12,22,2000,8
12,22,2000,9
12,22,2000,12
12,22,2000,13
12,22,2000,15
12,22,2000,16
12,22,2000,18
12,22,2000,21
12,22,3000,0
12,22,3000,1
12,22,3000,4
12,22,3000,5
12,22,3000,7
12,22,3000,9
12,22,3000,10
12,22,3000,11
12,22,3000,12
12,22,3000,13
12,22,3000,16
12,22,3000,17
12,22,3000,18
12,22,3000,20
12,22,4000,0
12,22,4000,1
12,22,4000,3
12,22,4000,4
12,22,4000,5
12,22,4000,6
12,22,4000,8
12,22,4000,9
12,22,4000,10
12,22,4000,12
12,22,4000,13
12,22,4000,15
12,22,4000,16
12,22,4000,20
12,22,4000,21
12,22,5000,4
12,22,5000,5
12,22,5000,6
12,22,5000,7
12,22,5000,8
12,22,5000,10
12,22,5000,11
12,22,5000,13
12,22,5000,15
12,22,5000,17
12,22,5000,18
12,22,5000,19
12,22,5000,20
12,22,5000,21
12,22,6000,1
12,22,6000,2
12,22,6000,3
12,22,6000,4
12,22,6000,5
12,22,6000,6
12,22,6000,7
12,22,6000,9
12,22,6000,10
12,22,6000,12
12,22,6000,14
12,22,6000,15
12,22,6000,17
12,22,6000,18
12,22,6000,19
12,22,6000,20
12,22,6000,21
13,22,0,0
13,22,0,1
13,22,0,3
13,22,0,5
13,22,0,8
13,22,0,9
13,22,0,11
13,22,0,12
13,22,0,14
13,22,0,17
13,22,0,19
13,22,0,20
13,22,1000,3
13,22,1000,5
13,22,1000,7
13,22,1000,8
13,22,1000,10
13,22,1000,14
13,22,1000,16
13,22,1000,17
13,22,1000,18
13,22,1000,21
13,22,2000,1
13,22,2000,2
13,22,2000,3
13,22,2000,5
13,22,2000,7
13,22,2000,10
13,22,2000,11
13,22,2000,12
13,22,2000,13
13,22,2000,15
13,22,2000,17
13,22,2000,18
13,22,2000,19
13,22,2000,20
13,22,3000,7
13,22,3000,11
13,22,3000,12
13,22,3000,14
13,22,3000,16
13,22,3000,18
13,22,3000,19
13,22,3000,20
13,22,4000,1
13,22,4000,2
13,22,4000,4
13,22,4000,6
13,22,4000,7
13,22,4000,8
13,22,4000,11
13,22,4000,13
13,22,4000,14
13,22,4000,15
13,22,4000,17
13,22,4000,19
13,22,4000,20
13,22,4000,21
13,22,5000,0
13,22,5000,2
13,22,5000,4
13,22,5000,5
13,22,5000,6
13,22,5000,8
13,22,5000,9
13,22,5000,10
13,22,5000,12
13,22,5000,13
13,22,5000,14
13,22,5000,16
13,22,5000,19
13,22,5000,20
13,22,5000,21
13,22,6000,0
13,22,6000,2
13,22,6000,4
13,22,6000,5
13,22,6000,7
13,22,6000,8
13,22,6000,9
13,22,6000,12
13,22,6000,13
13,22,6000,15
13,22,6000,16
13,22,6000,19
13,22,6000,20
13,22,6000,21
14,22,0,2
14,22,0,3
14,22,0,5
14,22,0,6
14,22,0,7
14,22,0,8
14,22,0,9
14,22,0,10
14,22,0,11
14,22,0,12
14,22,0,13
14,22,0,14
14,22,0,15
14,22,0,16
14,22,0,17
14,22,0,19
14,22,0,20
14,22,0,21
14,22,1000,1
14,22,1000,4
14,22,1000,5
14,22,1000,6
14,22,1000,7
14,22,1000,8
14,22,1000,9
14,22,1000,10
14,22,1000,11
14,22,1000,12
14,22,1000,14
14,22,1000,15
14,22,1000,16
14,22,1000,17
14,22,1000,18
14,22,1000,19
14,22,2000,0
14,22,2000,1
14,22,2000,2
14,22,2000,3
14,22,2000,4
14,22,2000,5
14,22,2000,6
14,22,2000,8
14,22,2000,9
14,22,2000,11
14,22,2000,13
14,22,2000,15
14,22,2000,16
14,22,2000,18
14,22,2000,19
14,22,2000,20
14,22,2000,21
14,22,3000,0
14,22,3000,1
14,22,3000,2
14,22,3000,3
14,22,3000,6
14,22,3000,8
14,22,3000,9
14,22,3000,12
14,22,3000,13
14,22,3000,14
14,22,3000,15
14,22,3000,16
14,22,3000,17
14,22,3000,18
14,22,3000,19
14,22,3000,20
14,22,4000,0
14,22,4000,1
14,22,4000,2
14,22,4000,3
14,22,4000,4
14,22,4000,6
14,22,4000,7
14,22,4000,9
14,22,4000,10
14,22,4000,11
14,22,4000,12
14,22,4000,16
14,22,4000,17
14,22,4000,18
14,22,4000,19
14,22,4000,20
14,22,4000,21
14,22,5000,0
14,22,5000,3
14,22,5000,4
14,22,5000,7
14,22,5000,8
14,22,5000,10
14,22,5000,11
14,22,5000,15
14,22,5000,16
14,22,5000,17
14,22,5000,18
14,22,5000,19
14,22,5000,20
14,22,6000,0
14,22,6000,3
14,22,6000,4
14,22,6000,8
14,22,6000,10
14,22,6000,11
14,22,6000,12
14,22,6000,13
14,22,6000,15
14,22,6000,16
14,22,6000,17
14,22,6000,19
14,22,6000,21
15,22,0,1
15,22,0,2
15,22,0,3
15,22,0,4
15,22,0,5
15,22,0,7
15,22,0,8
15,22,0,10
15,22,0,11
15,22,0,13
15,22,0,14
15,22,0,15
15,22,0,16
15,22,0,17
15,22,0,18
15,22,0,19
15,22,0,21
15,22,1000,0
15,22,1000,2
15,22,1000,4
15,22,1000,5
15,22,1000,6
15,22,1000,7
15,22,1000,9
15,22,1000,11
15,22,1000,12
15,22,1000,13
15,22,1000,14
15,22,1000,15
15,22,1000,16
15,22,1000,17
15,22,1000,19
15,22,1000,20
15,22,2000,0
15,22,2000,1
15,22,2000,2
15,22,2000,3
15,22,2000,4
15,22,2000,6
15,22,2000,7
15,22,2000,8
15,22,2000,9
15,22,2000,10
15,22,2000,11
15,22,2000,12
15,22,2000,13
15,22,2000,15
15,22,2000,16
15,22,2000,17
15,22,2000,19
15,22,2000,20
15,22,3000,0
15,22,3000,1
15,22,3000,3
15,22,3000,4
15,22,3000,5
15,22,3000,6
15,22,3000,7
15,22,3000,9
15,22,3000,10
15,22,3000,12
15,22,3000,13
15,22,3000,14
15,22,3000,15
15,22,3000,16
15,22,3000,17
15,22,3000,18
15,22,3000,19
15,22,3000,20
15,22,3000,21
15,22,4000,0
15,22,4000,1
15,22,4000,2
15,22,4000,3
15,22,4000,5
15,22,4000,6
15,22,4000,7
15,22,4000,8
15,22,4000,10
15,22,4000,12
15,22,4000,14
15,22,4000,16
15,22,4000,17
15,22,4000,18
15,22,4000,19
15,22,4000,20
15,22,4000,21
15,22,5000,0
15,22,5000,1
15,22,5000,4
15,22,5000,5
15,22,5000,6
15,22,5000,7
15,22,5000,8
15,22,5000,11
15,22,5000,13
15,22,5000,14
15,22,5000,18
15,22,5000,19
15,22,5000,21
15,22,6000,0
15,22,6000,1
15,22,6000,2
15,22,6000,3
15,22,6000,5
15,22,6000,7
15,22,6000,8
15,22,6000,9
15,22,6000,10
15,22,6000,13
15,22,6000,14
15,22,6000,16
15,22,6000,17
15,22,6000,18
15,22,6000,19
15,22,6000,20
15,22,6000,21
16,22,0,0
16,22,0,2
16,22,0,3
16,22,0,4
16,22,0,5
16,22,0,6
16,22,0,7
16,22,0,9
16,22,0,10
16,22,0,11
16,22,0,12
16,22,0,14
16,22,0,15
16,22,0,17
16,22,0,18
16,22,0,19
16,22,1000,0
16,22,1000,1
16,22,1000,2
16,22,1000,3
16,22,1000,5
16,22,1000,6
16,22,1000,7
16,22,1000,8
16,22,1000,9
16,22,1000,11
16,22,1000,13
16,22,1000,14
16,22,1000,15
16,22,1000,17
16,22,1000,18
16,22,1000,19
16,22,1000,20
16,22,1000,21
16,22,2000,0
16,22,2000,1
